"partijos_no";"partija_full";"apylinkes";"pastas";"balsai";"proc_rinkejai";"proc_rinkejai_lt";"apygarda";"apygardos_no";"partija"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"811";"127";"938";"5,11";"6,06";"Žiemgalos";46;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"22";"3";"25";"0,14";"5,49";"Žiemgalos";46;"LLRA"
5;"Partija Tvarka ir teisingumas";"797";"299";"1096";"5,97";"5,33";"Žiemgalos";46;"PTT"
8;"Darbo partija";"614";"235";"849";"4,63";"4,69";"Žiemgalos";46;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"322";"82";"404";"2,20";"2,14";"Žiemgalos";46;"LLS"
12;"Lietuvos žaliųjų partija";"239";"42";"281";"1,53";"1,94";"Žiemgalos";46;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"145";"34";"179";"0,98";"1,72";"Žiemgalos";46;"LS"
10;"Lietuvos liaudies partija";"115";"23";"138";"0,75";"1,01";"Žiemgalos";46;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"68";"26";"94";"0,51";"0,54";"Žiemgalos";46;"JL"
9;"„Drąsos kelias“ politinė partija";"27";"12";"39";"0,21";"0,28";"Žiemgalos";46;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2936";"887";"3823";"21,17";"21,66";"Pasvalio-Pakruojo";47;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4497";"884";"5381";"29,80";"21,54";"Pasvalio-Pakruojo";47;"LVZS"
1;"Lietuvos socialdemokratų partija";"2473";"675";"3148";"17,43";"14,43";"Pasvalio-Pakruojo";47;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"663";"245";"908";"5,03";"9,04";"Pasvalio-Pakruojo";47;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"856";"180";"1036";"5,74";"6,06";"Pasvalio-Pakruojo";47;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"23";"5";"28";"0,16";"5,49";"Pasvalio-Pakruojo";47;"LLRA"
5;"Partija Tvarka ir teisingumas";"731";"209";"940";"5,21";"5,33";"Pasvalio-Pakruojo";47;"PTT"
8;"Darbo partija";"534";"211";"745";"4,13";"4,69";"Pasvalio-Pakruojo";47;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"202";"58";"260";"1,44";"2,14";"Pasvalio-Pakruojo";47;"LLS"
12;"Lietuvos žaliųjų partija";"365";"62";"427";"2,36";"1,94";"Pasvalio-Pakruojo";47;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"162";"38";"200";"1,11";"1,72";"Pasvalio-Pakruojo";47;"LS"
10;"Lietuvos liaudies partija";"149";"26";"175";"0,97";"1,01";"Pasvalio-Pakruojo";47;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"106";"25";"131";"0,73";"0,54";"Pasvalio-Pakruojo";47;"JL"
9;"„Drąsos kelias“ politinė partija";"13";"12";"25";"0,14";"0,28";"Pasvalio-Pakruojo";47;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2276";"753";"3029";"16,61";"21,66";"Biržų-Kupiškio";48;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3962";"1009";"4971";"27,27";"21,54";"Biržų-Kupiškio";48;"LVZS"
1;"Lietuvos socialdemokratų partija";"2513";"780";"3293";"18,06";"14,43";"Biržų-Kupiškio";48;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1181";"385";"1566";"8,59";"9,04";"Biržų-Kupiškio";48;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"910";"203";"1113";"6,10";"6,06";"Biržų-Kupiškio";48;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"20";"7";"27";"0,15";"5,49";"Biržų-Kupiškio";48;"LLRA"
5;"Partija Tvarka ir teisingumas";"485";"173";"658";"3,61";"5,33";"Biržų-Kupiškio";48;"PTT"
8;"Darbo partija";"1291";"411";"1702";"9,34";"4,69";"Biržų-Kupiškio";48;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"172";"68";"240";"1,32";"2,14";"Biržų-Kupiškio";48;"LLS"
12;"Lietuvos žaliųjų partija";"207";"49";"256";"1,40";"1,94";"Biržų-Kupiškio";48;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"229";"56";"285";"1,56";"1,72";"Biržų-Kupiškio";48;"LS"
10;"Lietuvos liaudies partija";"151";"27";"178";"0,98";"1,01";"Biržų-Kupiškio";48;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"57";"21";"78";"0,43";"0,54";"Biržų-Kupiškio";48;"JL"
9;"„Drąsos kelias“ politinė partija";"17";"11";"28";"0,15";"0,28";"Biržų-Kupiškio";48;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2616";"807";"3423";"20,82";"21,66";"Anykščių-Panevėžio";49;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4187";"787";"4974";"30,25";"21,54";"Anykščių-Panevėžio";49;"LVZS"
1;"Lietuvos socialdemokratų partija";"1909";"501";"2410";"14,66";"14,43";"Anykščių-Panevėžio";49;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1152";"279";"1431";"8,70";"9,04";"Anykščių-Panevėžio";49;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"786";"122";"908";"5,52";"6,06";"Anykščių-Panevėžio";49;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"16";"9";"25";"0,15";"5,49";"Anykščių-Panevėžio";49;"LLRA"
5;"Partija Tvarka ir teisingumas";"433";"121";"554";"3,37";"5,33";"Anykščių-Panevėžio";49;"PTT"
8;"Darbo partija";"707";"304";"1011";"6,15";"4,69";"Anykščių-Panevėžio";49;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"186";"68";"254";"1,54";"2,14";"Anykščių-Panevėžio";49;"LLS"
12;"Lietuvos žaliųjų partija";"237";"45";"282";"1,71";"1,94";"Anykščių-Panevėžio";49;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"162";"31";"193";"1,17";"1,72";"Anykščių-Panevėžio";49;"LS"
10;"Lietuvos liaudies partija";"108";"26";"134";"0,81";"1,01";"Anykščių-Panevėžio";49;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"54";"16";"70";"0,43";"0,54";"Anykščių-Panevėžio";49;"JL"
9;"„Drąsos kelias“ politinė partija";"20";"9";"29";"0,18";"0,28";"Anykščių-Panevėžio";49;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2429";"760";"3189";"18,98";"21,66";"Sėlos";50;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3118";"542";"3660";"21,79";"21,54";"Sėlos";50;"LVZS"
1;"Lietuvos socialdemokratų partija";"2573";"591";"3164";"18,84";"14,43";"Sėlos";50;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"590";"185";"775";"4,61";"9,04";"Sėlos";50;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"859";"165";"1024";"6,10";"6,06";"Sėlos";50;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"31";"7";"38";"0,23";"5,49";"Sėlos";50;"LLRA"
5;"Partija Tvarka ir teisingumas";"1016";"248";"1264";"7,52";"5,33";"Sėlos";50;"PTT"
8;"Darbo partija";"1350";"300";"1650";"9,82";"4,69";"Sėlos";50;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"355";"163";"518";"3,08";"2,14";"Sėlos";50;"LLS"
12;"Lietuvos žaliųjų partija";"265";"49";"314";"1,87";"1,94";"Sėlos";50;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"153";"28";"181";"1,08";"1,72";"Sėlos";50;"LS"
10;"Lietuvos liaudies partija";"130";"21";"151";"0,90";"1,01";"Sėlos";50;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"73";"18";"91";"0,54";"0,54";"Sėlos";50;"JL"
9;"„Drąsos kelias“ politinė partija";"31";"7";"38";"0,23";"0,28";"Sėlos";50;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"3611";"766";"4377";"22,78";"21,66";"Utenos";51;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3945";"614";"4559";"23,73";"21,54";"Utenos";51;"LVZS"
1;"Lietuvos socialdemokratų partija";"3221";"706";"3927";"20,44";"14,43";"Utenos";51;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1412";"231";"1643";"8,55";"9,04";"Utenos";51;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"1129";"121";"1250";"6,51";"6,06";"Utenos";51;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"34";"4";"38";"0,20";"5,49";"Utenos";51;"LLRA"
5;"Partija Tvarka ir teisingumas";"589";"115";"704";"3,66";"5,33";"Utenos";51;"PTT"
8;"Darbo partija";"350";"102";"452";"2,35";"4,69";"Utenos";51;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"201";"47";"248";"1,29";"2,14";"Utenos";51;"LLS"
12;"Lietuvos žaliųjų partija";"560";"76";"636";"3,31";"1,94";"Utenos";51;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"286";"26";"312";"1,62";"1,72";"Utenos";51;"LS"
10;"Lietuvos liaudies partija";"141";"18";"159";"0,83";"1,01";"Utenos";51;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"63";"12";"75";"0,39";"0,54";"Utenos";51;"JL"
9;"„Drąsos kelias“ politinė partija";"46";"5";"51";"0,27";"0,28";"Utenos";51;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"940";"354";"1294";"9,68";"21,66";"Visagino-Zarasų";52;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"1602";"402";"2004";"15,00";"21,54";"Visagino-Zarasų";52;"LVZS"
1;"Lietuvos socialdemokratų partija";"1286";"398";"1684";"12,60";"14,43";"Visagino-Zarasų";52;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"485";"196";"681";"5,10";"9,04";"Visagino-Zarasų";52;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"359";"101";"460";"3,44";"6,06";"Visagino-Zarasų";52;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"970";"154";"1124";"8,41";"5,49";"Visagino-Zarasų";52;"LLRA"
5;"Partija Tvarka ir teisingumas";"2858";"423";"3281";"24,55";"5,33";"Visagino-Zarasų";52;"PTT"
8;"Darbo partija";"871";"333";"1204";"9,01";"4,69";"Visagino-Zarasų";52;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"424";"98";"522";"3,91";"2,14";"Visagino-Zarasų";52;"LLS"
12;"Lietuvos žaliųjų partija";"125";"25";"150";"1,12";"1,94";"Visagino-Zarasų";52;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"119";"37";"156";"1,17";"1,72";"Visagino-Zarasų";52;"LS"
10;"Lietuvos liaudies partija";"61";"15";"76";"0,57";"1,01";"Visagino-Zarasų";52;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"41";"15";"56";"0,42";"0,54";"Visagino-Zarasų";52;"JL"
9;"„Drąsos kelias“ politinė partija";"89";"11";"100";"0,75";"0,28";"Visagino-Zarasų";52;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"1653";"521";"2174";"11,48";"21,66";"Nalšios";53;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"4017";"1356";"5373";"28,37";"21,54";"Nalšios";53;"LVZS"
1;"Lietuvos socialdemokratų partija";"1740";"565";"2305";"12,17";"14,43";"Nalšios";53;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"638";"187";"825";"4,36";"9,04";"Nalšios";53;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"480";"152";"632";"3,34";"6,06";"Nalšios";53;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"1489";"481";"1970";"10,40";"5,49";"Nalšios";53;"LLRA"
5;"Partija Tvarka ir teisingumas";"719";"267";"986";"5,21";"5,33";"Nalšios";53;"PTT"
8;"Darbo partija";"1294";"439";"1733";"9,15";"4,69";"Nalšios";53;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"948";"355";"1303";"6,88";"2,14";"Nalšios";53;"LLS"
12;"Lietuvos žaliųjų partija";"265";"60";"325";"1,72";"1,94";"Nalšios";53;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"88";"27";"115";"0,61";"1,72";"Nalšios";53;"LS"
10;"Lietuvos liaudies partija";"130";"53";"183";"0,97";"1,01";"Nalšios";53;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"74";"35";"109";"0,58";"0,54";"Nalšios";53;"JL"
9;"„Drąsos kelias“ politinė partija";"19";"7";"26";"0,14";"0,28";"Nalšios";53;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2431";"757";"3188";"19,29";"21,66";"Molėtų-Širvintų";54;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"2470";"511";"2981";"18,04";"21,54";"Molėtų-Širvintų";54;"LVZS"
1;"Lietuvos socialdemokratų partija";"1879";"490";"2369";"14,33";"14,43";"Molėtų-Širvintų";54;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"797";"160";"957";"5,79";"9,04";"Molėtų-Širvintų";54;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"689";"126";"815";"4,93";"6,06";"Molėtų-Širvintų";54;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"324";"96";"420";"2,54";"5,49";"Molėtų-Širvintų";54;"LLRA"
5;"Partija Tvarka ir teisingumas";"359";"116";"475";"2,87";"5,33";"Molėtų-Širvintų";54;"PTT"
8;"Darbo partija";"2608";"864";"3472";"21,01";"4,69";"Molėtų-Širvintų";54;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"331";"70";"401";"2,43";"2,14";"Molėtų-Širvintų";54;"LLS"
12;"Lietuvos žaliųjų partija";"272";"62";"334";"2,02";"1,94";"Molėtų-Širvintų";54;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"148";"26";"174";"1,05";"1,72";"Molėtų-Širvintų";54;"LS"
10;"Lietuvos liaudies partija";"93";"18";"111";"0,67";"1,01";"Molėtų-Širvintų";54;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"87";"21";"108";"0,65";"0,54";"Molėtų-Širvintų";54;"JL"
9;"„Drąsos kelias“ politinė partija";"22";"13";"35";"0,21";"0,28";"Molėtų-Širvintų";54;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"3395";"270";"3665";"17,71";"21,66";"Nemenčinės";55;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"1568";"107";"1675";"8,09";"21,54";"Nemenčinės";55;"LVZS"
1;"Lietuvos socialdemokratų partija";"1259";"122";"1381";"6,67";"14,43";"Nemenčinės";55;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1594";"118";"1712";"8,27";"9,04";"Nemenčinės";55;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"296";"29";"325";"1,57";"6,06";"Nemenčinės";55;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"6987";"1905";"8892";"42,97";"5,49";"Nemenčinės";55;"LLRA"
5;"Partija Tvarka ir teisingumas";"534";"76";"610";"2,95";"5,33";"Nemenčinės";55;"PTT"
8;"Darbo partija";"560";"79";"639";"3,09";"4,69";"Nemenčinės";55;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"487";"35";"522";"2,52";"2,14";"Nemenčinės";55;"LLS"
12;"Lietuvos žaliųjų partija";"240";"20";"260";"1,26";"1,94";"Nemenčinės";55;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"189";"11";"200";"0,97";"1,72";"Nemenčinės";55;"LS"
10;"Lietuvos liaudies partija";"112";"18";"130";"0,63";"1,01";"Nemenčinės";55;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"46";"10";"56";"0,27";"0,54";"Nemenčinės";55;"JL"
9;"„Drąsos kelias“ politinė partija";"19";"9";"28";"0,14";"0,28";"Nemenčinės";55;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"686";"113";"799";"4,42";"21,66";"Šalčininkų-Vilniaus";56;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"599";"63";"662";"3,66";"21,54";"Šalčininkų-Vilniaus";56;"LVZS"
1;"Lietuvos socialdemokratų partija";"621";"81";"702";"3,88";"14,43";"Šalčininkų-Vilniaus";56;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"465";"58";"523";"2,89";"9,04";"Šalčininkų-Vilniaus";56;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"199";"41";"240";"1,33";"6,06";"Šalčininkų-Vilniaus";56;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"9392";"2641";"12033";"66,53";"5,49";"Šalčininkų-Vilniaus";56;"LLRA"
5;"Partija Tvarka ir teisingumas";"690";"100";"790";"4,37";"5,33";"Šalčininkų-Vilniaus";56;"PTT"
8;"Darbo partija";"814";"130";"944";"5,22";"4,69";"Šalčininkų-Vilniaus";56;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"159";"28";"187";"1,03";"2,14";"Šalčininkų-Vilniaus";56;"LLS"
12;"Lietuvos žaliųjų partija";"101";"19";"120";"0,66";"1,94";"Šalčininkų-Vilniaus";56;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"58";"14";"72";"0,40";"1,72";"Šalčininkų-Vilniaus";56;"LS"
10;"Lietuvos liaudies partija";"98";"10";"108";"0,60";"1,01";"Šalčininkų-Vilniaus";56;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"29";"20";"49";"0,27";"0,54";"Šalčininkų-Vilniaus";56;"JL"
9;"„Drąsos kelias“ politinė partija";"20";"8";"28";"0,15";"0,28";"Šalčininkų-Vilniaus";56;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"1280";"110";"1390";"7,36";"21,66";"Medininkų";57;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"917";"60";"977";"5,17";"21,54";"Medininkų";57;"LVZS"
1;"Lietuvos socialdemokratų partija";"908";"86";"994";"5,26";"14,43";"Medininkų";57;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"712";"68";"780";"4,13";"9,04";"Medininkų";57;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"208";"28";"236";"1,25";"6,06";"Medininkų";57;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"8806";"2396";"11202";"59,28";"5,49";"Medininkų";57;"LLRA"
5;"Partija Tvarka ir teisingumas";"850";"89";"939";"4,97";"5,33";"Medininkų";57;"PTT"
8;"Darbo partija";"851";"83";"934";"4,94";"4,69";"Medininkų";57;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"297";"14";"311";"1,65";"2,14";"Medininkų";57;"LLS"
12;"Lietuvos žaliųjų partija";"143";"17";"160";"0,85";"1,94";"Medininkų";57;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"129";"8";"137";"0,72";"1,72";"Medininkų";57;"LS"
10;"Lietuvos liaudies partija";"107";"14";"121";"0,64";"1,01";"Medininkų";57;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"38";"4";"42";"0,22";"0,54";"Medininkų";57;"JL"
9;"„Drąsos kelias“ politinė partija";"22";"1";"23";"0,12";"0,28";"Medininkų";57;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2137";"259";"2396";"15,82";"21,66";"Trakų-Vievio";58;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"2027";"208";"2235";"14,76";"21,54";"Trakų-Vievio";58;"LVZS"
1;"Lietuvos socialdemokratų partija";"1545";"232";"1777";"11,73";"14,43";"Trakų-Vievio";58;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1645";"196";"1841";"12,16";"9,04";"Trakų-Vievio";58;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"637";"86";"723";"4,77";"6,06";"Trakų-Vievio";58;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"1880";"239";"2119";"13,99";"5,49";"Trakų-Vievio";58;"LLRA"
5;"Partija Tvarka ir teisingumas";"710";"126";"836";"5,52";"5,33";"Trakų-Vievio";58;"PTT"
8;"Darbo partija";"947";"157";"1104";"7,29";"4,69";"Trakų-Vievio";58;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"578";"51";"629";"4,15";"2,14";"Trakų-Vievio";58;"LLS"
12;"Lietuvos žaliųjų partija";"249";"23";"272";"1,80";"1,94";"Trakų-Vievio";58;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"277";"39";"316";"2,09";"1,72";"Trakų-Vievio";58;"LS"
10;"Lietuvos liaudies partija";"123";"10";"133";"0,88";"1,01";"Trakų-Vievio";58;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"59";"16";"75";"0,50";"0,54";"Trakų-Vievio";58;"JL"
9;"„Drąsos kelias“ politinė partija";"19";"7";"26";"0,17";"0,28";"Trakų-Vievio";58;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2861";"667";"3528";"19,25";"21,66";"Kaišiadorių-Elektrėnų";59;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3698";"650";"4348";"23,73";"21,54";"Kaišiadorių-Elektrėnų";59;"LVZS"
1;"Lietuvos socialdemokratų partija";"2922";"663";"3585";"19,56";"14,43";"Kaišiadorių-Elektrėnų";59;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1282";"308";"1590";"8,68";"9,04";"Kaišiadorių-Elektrėnų";59;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"979";"248";"1227";"6,70";"6,06";"Kaišiadorių-Elektrėnų";59;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"147";"26";"173";"0,94";"5,49";"Kaišiadorių-Elektrėnų";59;"LLRA"
5;"Partija Tvarka ir teisingumas";"634";"177";"811";"4,43";"5,33";"Kaišiadorių-Elektrėnų";59;"PTT"
8;"Darbo partija";"512";"202";"714";"3,90";"4,69";"Kaišiadorių-Elektrėnų";59;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"259";"74";"333";"1,82";"2,14";"Kaišiadorių-Elektrėnų";59;"LLS"
12;"Lietuvos žaliųjų partija";"300";"57";"357";"1,95";"1,94";"Kaišiadorių-Elektrėnų";59;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"502";"77";"579";"3,16";"1,72";"Kaišiadorių-Elektrėnų";59;"LS"
10;"Lietuvos liaudies partija";"138";"24";"162";"0,88";"1,01";"Kaišiadorių-Elektrėnų";59;"LLP"
4;"S. Buškevičiaus ir Tautininkų koalicija „Prieš korupciją ir skurdą“ (Partija „Jaunoji Lietuva“, Tautininkų sąjunga)";"73";"23";"96";"0,52";"0,54";"Kaišiadorių-Elektrėnų";59;"JL"
9;"„Drąsos kelias“ politinė partija";"34";"11";"45";"0,25";"0,28";"Kaišiadorių-Elektrėnų";59;"DK"
2;"Tėvynės sąjunga - Lietuvos krikščionys demokratai";"2411";"387";"2798";"16,54";"21,66";"Jonavos";60;"TSLKD"
6;"Lietuvos valstiečių ir žaliųjų sąjunga";"3256";"381";"3637";"21,50";"21,54";"Jonavos";60;"LVZS"
1;"Lietuvos socialdemokratų partija";"3794";"570";"4364";"25,79";"14,43";"Jonavos";60;"LSDP"
7;"Lietuvos Respublikos liberalų sąjūdis";"1306";"247";"1553";"9,18";"9,04";"Jonavos";60;"LRLS"
14;"Antikorupcinė N. Puteikio ir K. Krivicko koalicija (Lietuvos centro partija, Lietuvos pensininkų partiją)";"929";"87";"1016";"6,01";"6,06";"Jonavos";60;"PUTKA"
11;"Lietuvos lenkų rinkimų akcija-Krikščioniškų šeimų sąjunga";"110";"7";"117";"0,69";"5,49";"Jonavos";60;"LLRA"
5;"Partija Tvarka ir teisingumas";"554";"115";"669";"3,95";"5,33";"Jonavos";60;"PTT"
8;"Darbo partija";"728";"158";"886";"5,24";"4,69";"Jonavos";60;"DP"
3;"Lietuvos laisvės sąjunga (liberalai)";"172";"26";"198";"1,17";"2,14";"Jonavos";60;"LLS"
12;"Lietuvos žaliųjų partija";"284";"43";"327";"1,93";"1,94";"Jonavos";60;"LZS"
13;"Politinė partija „Lietuvos sąrašas“";"253";"32";"285";"1,68";"1,72";"Jonavos";60;"LS"
10;"Lietuvos liaudies partija";"192";"23";"215";"1,27";"1,01";"Jonavos";60;"LLP"
